"reference","treatment","stimulation","pvalue","Metadata_Plate","featureName","effectSize","direction","referenceMean","treatmentMean","referenceN","treatmentN","qvalue"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Area",0.82572282384477,"inc",-1.18161597831572,0.611056164666863,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Compactness",0.82572282384477,"inc",-1.18161597831572,0.506115597369402,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Eccentricity",0.82572282384477,"inc",-0.576189827297791,1.0533142623795,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Extent",0.82572282384477,"dec",1.18161597831572,-0.619623710705871,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_MajorAxisLength",0.82572282384477,"inc",-1.11417826329818,0.806887739036765,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Solidity",0.82572282384477,"dec",1.18161597831572,-0.576189827297791,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_0_0",0.82572282384477,"dec",1.12075197739704,-0.819979835729677,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_2_2",0.82572282384477,"dec",1.18161597831572,-0.0526889527607868,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_3_1",0.82572282384477,"dec",0.0541125297334882,-1.11417826329818,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_3_3",0.82572282384477,"dec",1.18161597831572,-0.39256264368994,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_4_0",0.82572282384477,"inc",-0.776696845233197,0.558265924111959,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_5_5",0.82572282384477,"dec",1.18161597831572,-0.335862324493261,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_6_0",0.82572282384477,"inc",-0.726899886760805,0.975047008124952,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_6_2",0.82572282384477,"inc",-0.975047008124952,0.954080217739125,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_6_4",0.82572282384477,"inc",0.215735656714935,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_6_6",0.82572282384477,"dec",1.18161597831572,-0.0302806092339872,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_7_1",0.82572282384477,"inc",-1.18161597831572,0.230939516708493,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_7_5",0.82572282384477,"dec",1.18161597831572,-0.111933643452167,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_8_0",0.82572282384477,"inc",-1.06663944766355,1.0107805369358,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_8_2",0.82572282384477,"inc",-1.12075197739704,0.954080217739125,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_8_4",0.82572282384477,"inc",-1.18161597831572,0.936138338385023,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_8_6",0.82572282384477,"inc",-0.294498782033471,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_8_8",0.82572282384477,"dec",1.12075197739704,-0.357284212615894,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_9_7",0.82572282384477,"dec",1.14991179210903,-0.195205987897642,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_9_9",0.82572282384477,"dec",1.18161597831572,-0.39256264368994,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Correlation_AGP_BODIPYRNA",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Correlation_AGP_DNA",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Correlation_AGP_Mito",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Correlation_BODIPYRNA_DNA",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Correlation_BODIPYRNA_Mito",0.82572282384477,"inc",-0.268424609475722,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_K_AGP_DNA",0.82572282384477,"inc",-0.921864269688929,0.114976530652163,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_K_BODIPYRNA_Mito",0.82572282384477,"inc",-0.502989181887982,1.02577375789481,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_K_Mito_BODIPYRNA",0.82572282384477,"dec",0.408979441621646,-1.08501844858619,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Overlap_AGP_Mito",0.82572282384477,"dec",-0.21619075445174,-1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Overlap_BODIPYRNA_DNA",0.82572282384477,"inc",-1.18161597831572,0.265231492378372,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_1_AGP",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_1_BODIPYRNA",0.82572282384477,"dec",-0.268424609475722,-1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_2_AGP",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_2_BODIPYRNA",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_2_Mito",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_3_AGP",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_3_Mito",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_4_AGP",0.82572282384477,"inc",0.21619075445174,1.18161597831572,5,5,0.0240316008883356
